gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
NIPA2,0.419649551,-0.137658102,0.097,0.102,1
TTN,0.421001334,-0.226996258,0.046,0.052,1
MBTPS1,0.421004953,-0.150822312,0.14,0.15,1
EIF4E3,0.421496938,0.515798278,0.17,0.12,1
WRNIP1,0.422850218,0.316918665,0.104,0.082,1
HTRA2,0.424031061,0.161410631,0.053,0.044,1
PIGC,0.424374333,0.132210361,0.133,0.122,1
CREBZF,0.426465526,0.21094136,0.121,0.102,1
PNPLA6,0.42702529,0.368108613,0.056,0.04,1
ECHDC2,0.42705692,0.243040505,0.078,0.069,1
SCNM1,0.427121613,0.168335723,0.133,0.112,1
TP53TG1,0.42737068,0.404567985,0.101,0.08,1
TTC28-AS1,0.427436629,-0.181463957,0.051,0.055,1
SNX1,0.427532072,0.278821749,0.117,0.091,1
CYB5R4,0.42811249,0.191006072,0.15,0.121,1
TIMM10,0.428164209,0.109008995,0.096,0.085,1
USP4,0.428775524,0.254147227,0.138,0.113,1
CHUK,0.428786337,0.252199533,0.056,0.046,1
CEP290,0.429093258,0.374583562,0.05,0.035,1
KLHL11,0.429603471,0.216223886,0.067,0.059,1
RASGEF1B,0.431967754,-0.360204355,0.191,0.206,1
TMEM43,0.432274916,0.577922271,0.061,0.038,1
ATG4B,0.432808201,0.17827675,0.125,0.107,1
VPS26C,0.433020586,0.15348638,0.078,0.069,1
FNBP1,0.433460523,-0.326189272,0.421,0.461,1
PPP3CB,0.433930548,0.288252499,0.108,0.088,1
ENTR1,0.434012101,0.425074228,0.064,0.045,1
PREX1,0.434205835,0.100697211,0.257,0.233,1
PRDM2,0.434606049,-0.189930828,0.245,0.256,1
LMF2,0.435458927,0.298259534,0.117,0.097,1
DCAF11,0.436014329,0.480090767,0.098,0.068,1
GALNT3,0.438435807,0.299298153,0.052,0.038,1
RRN3,0.438488537,-0.163006013,0.105,0.114,1
SNRNP48,0.440610428,-0.128052301,0.052,0.054,1
GUK1,0.440803512,-0.160924825,0.553,0.578,1
PIGS,0.4413269,0.254200472,0.064,0.05,1
ZNF195,0.442066959,0.125643707,0.055,0.05,1
ARHGEF6,0.442073535,0.613490805,0.128,0.082,1
PDE7A,0.442697911,0.205265328,0.187,0.162,1
DCAF16,0.44336427,-0.132692333,0.085,0.093,1
DERL2,0.444823604,-0.23716452,0.155,0.178,1
PSAP,0.444951258,0.507348137,0.44,0.388,1
SLC7A6OS,0.445135613,0.136926964,0.057,0.049,1
ZC3H4,0.44657532,0.184582762,0.062,0.05,1
NFATC2IP,0.446825689,0.346549264,0.095,0.075,1
MRPL4,0.447101712,0.222641522,0.125,0.106,1
C12orf10,0.447494919,0.305282677,0.103,0.082,1
ZNF654,0.451135045,-0.294305617,0.066,0.072,1
AKR1B1,0.452102478,0.430139675,0.117,0.087,1
VGLL4,0.45213817,0.501124966,0.071,0.05,1
CFAP97,0.453350994,0.233406597,0.138,0.121,1
PHLDB3,0.45367612,-0.769210204,0.04,0.068,1
TMED9,0.454591704,0.259719478,0.198,0.164,1
PDXK,0.455008506,-0.172715561,0.1,0.101,1
PANK2,0.455841635,0.27441566,0.157,0.127,1
DYNC1I2,0.456224071,0.687560555,0.061,0.038,1
MRPL47,0.457011363,-0.168886918,0.126,0.142,1
ADI1,0.457058379,0.424979453,0.117,0.082,1
NDUFB3,0.457374729,0.671616354,0.119,0.071,1
YEATS4,0.458268741,0.540955849,0.098,0.072,1
NUDT21,0.45977131,-0.127509791,0.212,0.228,1
ARHGEF3,0.461633826,0.4551049,0.149,0.107,1
CHRAC1,0.462785642,-0.156825962,0.163,0.175,1
KIAA2013,0.462926022,0.80137211,0.09,0.049,1
EMC4,0.463043929,-0.17725345,0.194,0.204,1
9-Mar,0.463746906,0.221982348,0.08,0.071,1
C5orf24,0.464156187,0.110021424,0.099,0.092,1
POGK,0.464823309,0.310928986,0.058,0.046,1
SGF29,0.467292069,0.419445525,0.101,0.076,1
LPXN,0.469142977,0.371952368,0.171,0.131,1
MTRR,0.469954581,-0.111162074,0.055,0.059,1
CLSTN1,0.470256032,0.223919384,0.078,0.066,1
HMGXB4,0.470727348,-0.129276043,0.082,0.086,1
SLC7A1,0.470823285,-0.163373911,0.086,0.09,1
RNF214,0.470935135,0.640156683,0.059,0.039,1
ARHGAP1,0.471074884,0.494690698,0.082,0.058,1
ARRB1,0.471119884,0.847594096,0.093,0.052,1
ZNF335,0.471765776,-0.238142966,0.07,0.08,1
CDK5RAP3,0.472902202,0.444430655,0.175,0.13,1
RAB31,0.473632105,0.414719746,0.134,0.092,1
PGRMC2,0.474129858,-0.501278755,0.11,0.145,1
ERG28,0.474240058,0.122272664,0.083,0.074,1
ATP5PD,0.474494191,0.24952578,0.357,0.305,1
ITGA6,0.47463197,0.197065106,0.051,0.046,1
PNPT1,0.476340115,-0.261435581,0.048,0.054,1
ARHGAP12,0.477725918,0.246533841,0.077,0.064,1
CTDP1,0.477781836,-0.391214577,0.088,0.102,1
KIAA0100,0.478741925,0.1679419,0.081,0.066,1
RHOG,0.479440737,0.118049194,0.352,0.333,1
COPS5,0.479475135,0.31128123,0.141,0.111,1
GMIP,0.479514245,0.307837177,0.108,0.085,1
MRPL48,0.480271125,0.543226012,0.06,0.04,1
CASD1,0.481007129,0.101472717,0.07,0.065,1
BCKDHA,0.484221458,0.448711748,0.092,0.064,1
MCTP1,0.48432605,1.107063959,0.063,0.028,1
CPSF7,0.484657286,-0.119004452,0.112,0.12,1
PILRB,0.485001494,0.322871197,0.05,0.04,1
ATG9A,0.485293283,-0.395882699,0.041,0.05,1
SNRPB2,0.486025217,-0.164372331,0.249,0.277,1
VIM-AS1,0.486682978,0.165499339,0.11,0.09,1
GTF3C5,0.486691211,-0.172583408,0.072,0.081,1
CEBPZ,0.488385379,-0.327669251,0.3,0.36,1
HPS3,0.488610678,0.51096435,0.058,0.04,1
TMCO3,0.48929471,-0.145828279,0.066,0.065,1
SIPA1,0.489720402,0.463619807,0.165,0.118,1
SNX14,0.49014048,0.403955231,0.09,0.064,1
PRKRIP1,0.49023839,-0.171805056,0.149,0.165,1
UBE2Z,0.494488763,0.204272677,0.086,0.071,1
MRPL28,0.494848084,0.278542636,0.088,0.07,1
GPR174,0.495017788,0.172283807,0.109,0.097,1
RCN2,0.495697386,-0.130341724,0.165,0.179,1
FUT11,0.495936649,0.778908529,0.054,0.031,1
CAND1,0.497280573,-0.162359123,0.123,0.135,1
BRMS1,0.497932114,-0.116864069,0.127,0.134,1
DRG1,0.498288116,-0.124041011,0.11,0.119,1
MRPS18A,0.498698716,-0.175286079,0.056,0.06,1
COQ8A,0.499269649,-0.281007875,0.053,0.062,1
FAM76B,0.500847324,-0.372882422,0.159,0.197,1
MRPL40,0.501673063,0.307137172,0.093,0.073,1
HERC2,0.502572314,0.483422898,0.131,0.093,1
SLFN5,0.504548585,0.301086626,0.193,0.16,1
CASTOR2,0.505459153,0.154732674,0.063,0.051,1
CALCOCO1,0.506352837,0.575045035,0.085,0.056,1
SNIP1,0.506633544,-0.17823469,0.132,0.145,1
CREBL2,0.506862697,0.530838876,0.056,0.036,1
DUS1L,0.506873469,0.141717953,0.208,0.194,1
PDHB,0.50698304,0.33164434,0.066,0.051,1
DCUN1D5,0.507513076,-0.411012569,0.087,0.109,1
ZNF852,0.507612726,-0.231438451,0.051,0.058,1
CMTM3,0.508652762,0.174732899,0.202,0.179,1
ZNF706,0.509096958,0.117209591,0.226,0.207,1
XPNPEP1,0.509377165,0.189743087,0.074,0.06,1
VPS41,0.509436738,0.396394582,0.077,0.055,1
MOB3A,0.509900926,0.241955148,0.117,0.091,1
AGPS,0.510039175,-0.22667311,0.072,0.078,1
RUFY1,0.510712689,0.55266158,0.054,0.032,1
GLO1,0.511370913,0.253929939,0.133,0.114,1
RP2,0.512119555,0.385152959,0.06,0.043,1
SRP68,0.513213416,-0.287502884,0.084,0.097,1
BROX,0.513761441,-0.132696043,0.116,0.12,1
KLF16,0.513955776,0.135957121,0.05,0.043,1
KLF7,0.515222479,-0.143948973,0.084,0.088,1
NUP54,0.515504144,-0.303336298,0.145,0.174,1
PFDN2,0.515824536,-0.154127336,0.228,0.246,1
TAF12,0.517017812,0.380622155,0.077,0.058,1
COMMD9,0.517649255,0.280970383,0.133,0.106,1
CDC34,0.518403203,0.19738993,0.098,0.079,1
TMEM106B,0.519091459,0.308965947,0.086,0.067,1
AFG3L2,0.519655179,-0.120966857,0.137,0.146,1
STARD10,0.520257585,-0.867732906,0.041,0.067,1
CLINT1,0.52036366,0.136671792,0.231,0.208,1
MITD1,0.520983108,0.673529261,0.083,0.05,1
HMOX2,0.522785012,0.64955293,0.127,0.081,1
TP53BP1,0.523388655,0.102297005,0.066,0.059,1
CNOT11,0.52432279,0.318647761,0.091,0.073,1
TM2D1,0.525051969,0.468675461,0.085,0.06,1
YTHDF3,0.525247516,0.120810376,0.157,0.144,1
SOX4,0.526645842,0.239715343,0.058,0.044,1
WTAP,0.526796817,-0.384035155,0.445,0.526,1
DCP1A,0.526918297,-0.314903289,0.151,0.179,1
STK11,0.527196011,0.723130602,0.066,0.041,1
MSL3,0.528087277,0.163367425,0.134,0.116,1
DDX59,0.528951665,0.164683561,0.053,0.044,1
EXOG,0.52945515,-0.182334902,0.055,0.061,1
BIN1,0.529747247,0.346796244,0.329,0.282,1
TP53BP2,0.530187859,-0.200724589,0.131,0.142,1
SP100,0.532071436,0.162046655,0.407,0.366,1
SULT1A1,0.534179181,1.16323637,0.077,0.034,1
ST8SIA4,0.534579937,0.132550295,0.121,0.105,1
EXOSC1,0.534645355,0.403131183,0.07,0.05,1
ATP6AP2,0.535286675,0.146092325,0.284,0.25,1
SAT2,0.535461012,0.25429006,0.185,0.151,1
UBE3C,0.536194503,0.156899582,0.093,0.079,1
DDX27,0.537149254,-0.125249874,0.138,0.145,1
ERP44,0.538611866,0.286419133,0.21,0.164,1
CHIC2,0.540764236,-0.266003077,0.247,0.286,1
MAGOHB,0.540901321,0.264969905,0.05,0.039,1
CLASRP,0.543337144,0.125378644,0.121,0.107,1
ULK3,0.543793125,0.577331843,0.092,0.065,1
MAP2K7,0.544199851,-0.523209046,0.079,0.104,1
TRIP11,0.546285624,0.266586914,0.119,0.1,1
MFHAS1,0.546349307,-0.220135045,0.045,0.05,1
EML3,0.54636081,0.41109876,0.078,0.059,1
TRAPPC2,0.547079052,0.203615871,0.075,0.066,1
FARSB,0.547242848,0.27569337,0.058,0.047,1
GPN1,0.54756111,-0.136615663,0.067,0.071,1
ACLY,0.547687943,0.685074979,0.061,0.037,1
RAD1,0.548111833,-0.254504082,0.056,0.065,1
PSMD4,0.548126103,0.402097973,0.223,0.17,1
BECN1,0.548305351,-0.200433277,0.149,0.163,1
EXOSC8,0.548789499,0.139416028,0.092,0.082,1
PLAA,0.548914388,0.245544191,0.104,0.084,1
RESF1,0.54941571,0.184544603,0.354,0.32,1
RRAGA,0.549932835,0.303967253,0.103,0.084,1
IRAK4,0.550223426,0.296155303,0.105,0.083,1
BSDC1,0.550288131,-0.189373415,0.13,0.146,1
XPA,0.550816449,0.117662473,0.171,0.158,1
TGIF2,0.553245466,-0.322511725,0.072,0.085,1
REXO1,0.553991772,-0.190322269,0.068,0.074,1
FKBP2,0.557017105,0.274593318,0.06,0.047,1
ZNF688,0.557128278,0.34270237,0.052,0.042,1
DCAF13,0.557830789,-0.111015705,0.069,0.071,1
POLR2C,0.558093807,-0.158303586,0.167,0.181,1
CXCR4,0.559165002,-0.311815105,0.595,0.687,1
VPS4A,0.559247533,0.124923085,0.123,0.111,1
C16orf72,0.560811373,-0.170122218,0.115,0.121,1
SNHG5,0.560927859,-0.181974023,0.29,0.326,1
MGRN1,0.561110269,0.271561471,0.106,0.084,1
RBSN,0.563011787,0.102070457,0.065,0.062,1
TSSC4,0.563294096,0.18167522,0.117,0.102,1
ZNF611,0.564201723,-0.197503136,0.051,0.056,1
MORF4L1,0.564451656,-0.186503868,0.594,0.63,1
UCKL1,0.565631842,0.50932632,0.076,0.055,1
GEMIN7,0.565700669,0.382533418,0.051,0.038,1
RPL26L1,0.566624616,0.165804375,0.077,0.066,1
GORASP2,0.567371831,-0.155159681,0.186,0.206,1
NDUFA8,0.570103693,0.333632772,0.065,0.046,1
C1orf43,0.572215486,-0.235294618,0.24,0.269,1
TRGV2,0.572313107,3.872241563,0.082,0.007,1
VPS29,0.573678164,0.147923964,0.248,0.226,1
DCP2,0.575386773,0.175408659,0.213,0.19,1
MON1B,0.576186516,0.183425104,0.052,0.042,1
TNFSF8,0.576957009,-0.303106855,0.097,0.119,1
SURF4,0.577570167,-0.327392524,0.203,0.234,1
RAB21,0.577713366,-0.264657412,0.182,0.211,1
NPTN,0.577950584,0.477878838,0.111,0.073,1
SMIM7,0.577977892,0.200750932,0.104,0.085,1
SKIV2L,0.579716512,0.262480287,0.051,0.042,1
ADPGK,0.581743178,-0.174518727,0.144,0.151,1
CXXC1,0.581760988,0.272810839,0.068,0.057,1
UTP3,0.582558936,0.162553459,0.058,0.051,1
PTK2B,0.583434936,0.241445929,0.171,0.132,1
C1orf52,0.583461154,-0.255126867,0.167,0.194,1
AHCYL1,0.583585003,0.86451627,0.052,0.027,1
IPMK,0.586888817,0.39303358,0.076,0.056,1
RAB5B,0.588429261,0.912512471,0.081,0.043,1
PYCR2,0.588619531,1.326939865,0.088,0.036,1
LMNA,0.58862032,-0.775857249,0.091,0.131,1
NDUFA6,0.588659105,-0.140819066,0.324,0.339,1
WBP2,0.589644659,0.27250208,0.195,0.157,1
AMPD2,0.591147112,0.730691928,0.069,0.042,1
OAZ2,0.591612409,0.17267627,0.051,0.039,1
ATF5,0.59183649,-0.210941188,0.054,0.057,1
RABEP2,0.592209045,0.107625587,0.05,0.046,1
MCMBP,0.592626763,0.200529676,0.078,0.064,1
ERCC6L2,0.595629224,0.136876365,0.068,0.058,1
NUP153,0.596183035,-0.155621298,0.123,0.128,1
MFSD5,0.598491243,0.203333266,0.076,0.065,1
ACTR2,0.600465071,0.437480858,0.369,0.293,1
PAIP2,0.600739748,-0.108083777,0.499,0.524,1
ABCF3,0.601868086,-0.231788017,0.055,0.062,1
PSMD6,0.601951868,-0.204503772,0.23,0.257,1
FLYWCH2,0.603371922,0.363360093,0.056,0.042,1
FASTK,0.604936408,0.326790439,0.081,0.065,1
PCBP1-AS1,0.606210094,0.362737512,0.119,0.091,1
MT-ND6,0.606808787,0.292443068,0.224,0.19,1
POLR3C,0.606964868,0.158230844,0.068,0.058,1
EIF2S1,0.608224875,0.133842494,0.096,0.087,1
TRAFD1,0.60996883,0.258518498,0.062,0.05,1
ATXN2,0.610141467,0.399555562,0.06,0.04,1
TIMM17B,0.61156592,0.251567065,0.129,0.102,1
E2F4,0.612089642,0.115676613,0.147,0.132,1
CCDC82,0.612209261,0.187544885,0.084,0.075,1
LTBP4,0.612970558,0.508762422,0.077,0.057,1
PPP1R18,0.614837334,0.979173206,0.264,0.148,1
UTP4,0.616002867,-0.150137958,0.071,0.078,1
SMG5,0.616116956,0.140139735,0.058,0.047,1
HADH,0.61656522,0.725225981,0.05,0.032,1
UNC50,0.619936202,0.503255522,0.071,0.05,1
INPP4A,0.620003698,0.758957271,0.137,0.082,1
UBN1,0.620548862,0.130373354,0.188,0.166,1
NDUFV1,0.620583988,0.236226825,0.22,0.189,1
KIAA0586,0.621261546,0.315775932,0.054,0.042,1
ECHDC1,0.621305343,0.653160478,0.09,0.054,1
SF3A2,0.621922854,-0.104477482,0.225,0.23,1
UROD,0.622651032,0.548406126,0.07,0.046,1
ZDHHC4,0.62342794,0.129089935,0.053,0.047,1
STMN1,0.624202283,0.41186234,0.05,0.04,1
ECSIT,0.626271285,0.288395993,0.074,0.06,1
LEMD3,0.626607283,-0.128763741,0.147,0.159,1
C5orf51,0.627176742,0.460487725,0.065,0.045,1
PXK,0.627449788,0.273573376,0.081,0.066,1
UFD1,0.628261237,-0.123147821,0.214,0.223,1
AHSA1,0.629024831,0.460490796,0.056,0.038,1
UFSP2,0.629379687,0.382157779,0.078,0.058,1
ZNF493,0.629456174,0.125438587,0.053,0.048,1
CBX5,0.629464983,-0.119349349,0.086,0.093,1
EHD1,0.629968942,0.461614302,0.147,0.102,1
MTAP,0.63082465,0.430053328,0.052,0.039,1
FAM160A2,0.63443662,0.346136332,0.053,0.04,1
POLG,0.635221922,0.251292295,0.07,0.057,1
FXR1,0.636447747,-0.111596932,0.266,0.279,1
TMLHE,0.63827696,0.520264616,0.051,0.035,1
TGS1,0.638856246,-0.196328934,0.109,0.123,1
DUSP28,0.640646444,0.241824589,0.054,0.046,1
EBAG9,0.64075775,0.200052563,0.065,0.055,1
LINS1,0.641011656,-0.125359934,0.048,0.052,1
ZNF280D,0.641792021,0.2027177,0.084,0.071,1
UNK,0.643006099,0.20545613,0.054,0.047,1
ZNF574,0.643412,0.180000351,0.057,0.052,1
VDAC3,0.64484484,0.118365276,0.162,0.149,1
ZNF32,0.646671418,0.362143771,0.092,0.072,1
ZNF669,0.647074011,-0.197663288,0.047,0.056,1
SERPINB6,0.647653365,0.637260127,0.152,0.1,1
TMEM154,0.648319628,0.748437253,0.085,0.05,1
UBA7,0.648713527,0.694934972,0.057,0.036,1
S100PBP,0.650325461,0.594803419,0.059,0.039,1
GMPS,0.651997728,0.118712353,0.101,0.092,1
HEATR1,0.653094472,-0.449897339,0.071,0.089,1
TRIM52-AS1,0.653297425,-0.220926998,0.072,0.087,1
NIPSNAP1,0.653519582,0.622029863,0.062,0.04,1
UBE2M,0.653679847,0.300474009,0.202,0.16,1
VAMP3,0.653814442,0.237810224,0.167,0.138,1
RBM18,0.654000539,-0.118499911,0.083,0.083,1
AZI2,0.655151627,0.144344117,0.077,0.066,1
DDX46,0.656010841,0.304099731,0.255,0.211,1
CBX6,0.656213983,0.308322641,0.051,0.041,1
PITPNM1,0.657262553,0.724204948,0.052,0.032,1
R3HDM1,0.658200048,0.385086704,0.107,0.079,1
VAV1,0.659228659,0.560067142,0.082,0.053,1
TMEM175,0.65983822,0.192915759,0.07,0.059,1
DUSP11,0.660358572,-0.233403142,0.137,0.165,1
SNAPIN,0.660752074,0.85511012,0.061,0.031,1
TASOR,0.662067004,0.350774793,0.142,0.11,1
DHX34,0.662216333,0.301239769,0.059,0.043,1
HYPK,0.662579982,-0.406001647,0.043,0.052,1
DAPP1,0.663123635,0.252865349,0.05,0.038,1
CISD2,0.663347466,-0.199310235,0.119,0.129,1
SNX6,0.663641786,0.243601348,0.276,0.233,1
SRPK1,0.664689506,0.219314713,0.09,0.075,1
FBXO7,0.665858845,-0.290216388,0.263,0.302,1
GRB2,0.666857491,0.152283134,0.387,0.354,1
ARHGEF1,0.667096581,0.2497185,0.458,0.399,1
TRMT6,0.668827472,0.147020221,0.051,0.046,1
LINC00476,0.671090565,0.158982882,0.06,0.054,1
ANKRD10,0.671136459,0.267514919,0.172,0.14,1
RBMX2,0.671472226,-0.177751679,0.049,0.051,1
AXIN1,0.671975654,-0.152286364,0.09,0.089,1
MANF,0.674058422,0.530525236,0.075,0.05,1
MIA2,0.674298574,0.208562966,0.123,0.105,1
ADCY7,0.674478927,0.365835856,0.086,0.061,1
COA1,0.675023575,-0.125209012,0.122,0.125,1
COPS7A,0.675709254,0.570238432,0.051,0.033,1
PTTG1IP,0.677478372,0.24700061,0.146,0.117,1
FRAT2,0.679616431,0.361717222,0.061,0.045,1
KIF21A,0.680639519,0.773689523,0.055,0.032,1
ELK4,0.684487021,-0.115881245,0.086,0.092,1
CTDSP1,0.687511339,0.688124829,0.202,0.132,1
SCAP,0.688791836,0.214132984,0.052,0.043,1
SRRT,0.689301943,-0.495260528,0.164,0.191,1
ATP5MF,0.689468393,0.374102552,0.329,0.258,1
ATPAF1,0.690704052,0.460305255,0.089,0.063,1
SLC44A2,0.690831161,0.373900723,0.203,0.165,1
ZNF484,0.691592598,-0.124493486,0.077,0.081,1
AKAP17A,0.693684046,-0.130920389,0.15,0.156,1
POMP,0.694253139,-0.212371012,0.36,0.392,1
DNPEP,0.695576751,0.260316246,0.09,0.073,1
CIC,0.69581671,0.135849812,0.065,0.059,1
SLC31A2,0.696267618,0.69467823,0.066,0.04,1
LARP4B,0.696381049,0.624987369,0.103,0.064,1
SMPD4,0.69643622,-0.132342996,0.109,0.117,1
C14orf119,0.696829538,0.662432704,0.051,0.031,1
SLC3A2,0.697745374,-0.117893742,0.322,0.334,1
CREM,0.699234617,-0.610077302,0.185,0.256,1
DDX41,0.700748105,0.549641532,0.055,0.037,1
PPP1R12C,0.7013279,0.163770753,0.051,0.045,1
PARG,0.701438786,0.206704727,0.053,0.043,1
RNF135,0.702179476,0.374837518,0.051,0.034,1
PPM1G,0.702405992,0.112539522,0.199,0.174,1
METAP1,0.703979361,0.401189614,0.069,0.051,1
SENP2,0.704150139,-0.115817118,0.072,0.073,1
TRIM28,0.70444002,0.173507278,0.148,0.129,1
RHOT1,0.704920546,0.42188814,0.064,0.043,1
RAP2C,0.708205154,-0.38424105,0.093,0.115,1
LPIN1,0.709924149,0.125206896,0.09,0.084,1
PSMA3,0.710344214,-0.106497285,0.18,0.187,1
FRA10AC1,0.712649876,0.236375784,0.067,0.058,1
NOC2L,0.713291426,0.112308376,0.086,0.076,1
BCAS4,0.71359943,0.220662884,0.057,0.051,1
ERCC3,0.714556421,-0.182014649,0.088,0.095,1
PRKCQ,0.714782601,0.282475223,0.134,0.112,1
ING2,0.716149421,0.125175385,0.058,0.052,1
SPTAN1,0.716638786,0.210991259,0.254,0.222,1
DKC1,0.717720237,-0.227648954,0.076,0.084,1
DGKA,0.718432871,0.149078113,0.127,0.118,1
EVI5,0.72078509,0.469878424,0.063,0.039,1
BRD3,0.720959591,0.316395295,0.054,0.041,1
UBE2A,0.721288563,-0.174291098,0.168,0.171,1
TSTD2,0.722142105,-0.273781359,0.066,0.078,1
ETS1,0.722785282,0.213457295,0.501,0.465,1
RAB11FIP2,0.723936516,-0.145434387,0.098,0.107,1
UBE2E1,0.725025114,0.180560995,0.165,0.141,1
ZNF138,0.725656133,-0.229893879,0.063,0.073,1
EMC8,0.728340254,0.208916791,0.056,0.045,1
SERPINB9,0.728896562,-0.143020195,0.183,0.191,1
NADSYN1,0.732694591,0.190418852,0.117,0.098,1
BIN3,0.7339426,0.100359153,0.068,0.059,1
NELFB,0.734681674,0.616728787,0.072,0.047,1
MICAL1,0.734776843,0.215945331,0.083,0.069,1
SNN,0.735146211,-0.175757335,0.098,0.105,1
KRI1,0.735526492,0.397433256,0.058,0.044,1
HNRNPUL2,0.735661789,0.464291391,0.147,0.105,1
IARS2,0.736145676,0.547566316,0.082,0.054,1
STIMATE,0.73692182,0.236759027,0.05,0.039,1
PRPF19,0.73890169,0.230549203,0.097,0.082,1
GDE1,0.739097197,-0.19019964,0.062,0.065,1
MRPS16,0.740167194,0.418084258,0.08,0.058,1
NSUN5,0.741134592,0.279109371,0.075,0.063,1
USP3-AS1,0.741768003,-0.308968365,0.066,0.08,1
ZKSCAN1,0.741866132,0.407289143,0.085,0.064,1
RTCB,0.742326194,-0.138696675,0.109,0.114,1
TMEM63A,0.742588317,0.900944418,0.056,0.031,1
EPSTI1,0.744059197,0.718503709,0.088,0.051,1
CREB3,0.744227785,0.59776707,0.051,0.034,1
RAE1,0.744495048,-0.161764356,0.098,0.106,1
KCNA3,0.745181013,0.10727864,0.112,0.108,1
CLPTM1,0.745744837,0.152046322,0.121,0.104,1
SMC3,0.746123827,-0.182318572,0.167,0.185,1
NBDY,0.74687343,-0.140716539,0.208,0.221,1
INTS10,0.747001128,-0.143883293,0.13,0.139,1
SMARCC2,0.747350781,0.342610177,0.132,0.102,1
ZNF143,0.749038429,0.323789941,0.058,0.044,1
CTSB,0.74983857,0.313449493,0.181,0.125,1
MAP3K4,0.753495881,-0.270076557,0.101,0.107,1
SCAMP2,0.75465348,0.445076075,0.205,0.153,1
MRPS10,0.754667254,-0.162753995,0.082,0.09,1
COPE,0.757395593,0.142002314,0.353,0.313,1
SNX29,0.758041934,0.433123847,0.111,0.081,1
BTF3L4,0.758830041,-0.107691708,0.15,0.157,1
DAP3,0.75897028,0.203611857,0.184,0.162,1
CTR9,0.760930934,-0.175435974,0.129,0.138,1
PAM,0.763991449,-0.102605268,0.09,0.087,1
CDK5RAP2,0.765705726,0.120081224,0.061,0.053,1
AL390728.5,0.765795911,0.307596669,0.058,0.046,1
C18orf21,0.766344154,-0.28393048,0.072,0.088,1
CAPRIN1,0.767131154,0.116447719,0.166,0.146,1
IL6R,0.767150435,0.378518051,0.077,0.053,1
TMEM199,0.767430142,0.129500041,0.051,0.045,1
TMEM263,0.768232565,-0.13235417,0.07,0.076,1
VPS35,0.76848067,0.443027428,0.104,0.073,1
STX17,0.772138917,0.177825556,0.067,0.058,1
ECI2,0.773562435,0.284584939,0.072,0.058,1
MCRS1,0.773944061,0.208770926,0.093,0.08,1
HSPH1,0.774708584,-0.325108923,0.09,0.103,1
CLP1,0.774836377,-0.147128432,0.051,0.057,1
RNF166,0.776241256,-0.260378427,0.246,0.268,1
ZSWIM7,0.776527066,0.362651304,0.101,0.077,1
VPS8,0.777236551,0.348635109,0.072,0.055,1
RAMAC,0.778002064,-0.103293583,0.156,0.171,1
MRPL9,0.778218434,-0.295416428,0.185,0.22,1
ICE2,0.781490259,0.435190124,0.071,0.052,1
RPS19BP1,0.782120597,-0.178459798,0.211,0.227,1
VDAC1,0.782706909,-0.319592075,0.234,0.255,1
KLHDC3,0.785610905,0.474617058,0.077,0.054,1
ZFPM1,0.787645424,-0.141406572,0.135,0.14,1
MCFD2,0.788818072,-0.146862805,0.077,0.082,1
TRAF1,0.789460957,0.119912745,0.119,0.114,1
TATDN2,0.789871943,0.228896458,0.054,0.045,1
CYLD,0.790366636,-0.298965003,0.341,0.398,1
CYB561D2,0.790664956,0.84321779,0.102,0.054,1
TXNDC17,0.7910406,0.207612755,0.112,0.091,1
PRKCQ-AS1,0.793115353,-0.142173435,0.182,0.204,1
LSM2,0.796152708,0.437233546,0.125,0.091,1
MBD2,0.797583154,0.220503936,0.268,0.24,1
PDCD10,0.798241479,0.190711887,0.148,0.126,1
ATP1A1,0.798783675,0.220278287,0.224,0.185,1
SIRPB1,0.801303633,0.946775769,0.05,0.023,1
IWS1,0.801968668,-0.159656636,0.085,0.09,1
TSPYL4,0.802922075,-0.35200574,0.089,0.113,1
MED6,0.803143076,-0.353500109,0.102,0.127,1
NFYC,0.803174768,0.125753369,0.106,0.095,1
NMI,0.806072457,0.562450995,0.071,0.046,1
ZBED5,0.806222352,0.231997492,0.052,0.044,1
ZRANB2,0.806973183,0.170613639,0.318,0.282,1
CENPV,0.80740828,-0.459521346,0.049,0.069,1
CENPT,0.807906941,0.159946235,0.074,0.067,1
C9orf78,0.810032785,-0.223335065,0.433,0.472,1
REPIN1,0.813219596,0.492844467,0.061,0.043,1
TMEM14B,0.813658447,0.100702616,0.248,0.226,1
TENT4A,0.813987458,0.254487733,0.053,0.043,1
PAGR1,0.814393247,0.891702389,0.073,0.039,1
TRIM27,0.814572233,0.843548783,0.06,0.033,1
KIZ,0.815524435,-0.114106824,0.079,0.081,1
PPCS,0.816516518,0.299755239,0.151,0.121,1
COX19,0.817426899,-0.186822867,0.144,0.16,1
BLCAP,0.81801373,0.195986967,0.094,0.08,1
FGD5-AS1,0.818270317,0.191836958,0.111,0.094,1
SART1,0.818321572,-0.203195446,0.099,0.112,1
APOL3,0.820842164,0.188896476,0.069,0.059,1
NRDE2,0.821364305,-0.187286753,0.053,0.056,1
CINP,0.821994214,0.176342722,0.053,0.046,1
HIBADH,0.822018337,0.396246374,0.058,0.041,1
B3GAT3,0.822680611,0.202214972,0.122,0.101,1
NIT2,0.823427328,0.440077497,0.062,0.046,1
